time_seconds rx:freq rx:] 
0 89096459.09645938873291 nan
0.01200002399999999976032 89096459.09645938873291 nan
0.02000004000000000017878 89096459.09645938873291 nan
0.03200006400000000167383 89096459.09645938873291 nan
0.04000008199999999930485 89096459.09645938873291 nan
0.05200010599999999733045 89096459.09645938873291 nan
0.06000012200000000295308 89096459.09645938873291 nan
0.07200014700000000045232 89096459.09645938873291 nan
0.08000016299999999913606 89096459.09645938873291 nan
0.09200018699999999716166 89096459.09645938873291 nan
0.100000203999999995319 89096459.09645938873291 nan
0.1120002290000000066961 89096459.09645938873291 nan
0.1200002450000000053798 89096459.09645938873291 nan
0.1320002690000000034054 89096459.09645938873291 nan
0.1400002850000000020891 89096459.09645938873291 nan
0.1520003099999999995884 89096459.09645938873291 nan
0.1600003269999999977458 89096459.09645938873291 nan
0.1720003509999999957714 89096459.09645938873291 nan
0.1800003669999999944551 89096459.09645938873291 nan
0.1920003909999999924807 89096459.09645938873291 nan
0.2000004079999999906381 89096459.09645938873291 nan
0.2120004329999999881373 89096459.09645938873291 nan
0.2200004489999999868211 89096459.09645938873291 nan
0.2320004730000000126022 89096459.09645938873291 nan
0.2400004900000000107596 89096459.09645938873291 nan
0.2520005140000000087852 89096459.09645938873291 nan
0.260000530999999979187 89096459.09645938873291 nan
0.2680005469999999778707 89096459.09645938873291 nan
0.2800005720000000031256 89096459.09645938873291 nan
0.2920005960000000011512 89096459.09645938873291 nan
0.3000006119999999998349 89096459.09645938873291 nan
0.3120006359999999978605 89096459.09645938873291 nan
0.3200006530000000237735 89096459.09645938873291 nan
0.3320006779999999935171 89096459.09645938873291 nan
0.3400006930000000204828 89096459.09645938873291 nan
0.3520007179999999902265 89096459.09645938873291 nan
0.3600007339999999889102 89096459.09645938873291 nan
0.3680007510000000148231 89096459.09645938873291 nan
0.3800007759999999845668 89096459.09645938873291 nan
0.3920007999999999825924 89096459.09645938873291 nan
0.4000008170000000085054 89096459.09645938873291 nan
0.412000841000000006531 89096459.09645938873291 nan
0.4200008579999999769328 89096459.09645938873291 nan
0.4320008819999999749584 89096459.09645938873291 nan
0.4400008979999999736421 89096459.09645938873291 nan
0.4520009229999999988969 89096459.09645938873291 nan
0.4600009389999999975807 89096459.09645938873291 nan
0.4720009640000000228355 89096459.09645938873291 nan
0.4800009800000000215192 89096459.09645938873291 nan
0.4920010040000000195448 89096459.09645938873291 nan
0.5000010200000000182285 89096459.09645938873291 nan
0.5120010449999999879722 89096459.09645938873291 nan
0.520001061999999958374 89096459.09645938873291 nan
0.5320010859999999563996 89096459.09645938873291 nan
0.5400011030000000378237 89096459.09645938873291 nan
0.5520011270000000358493 89096459.09645938873291 nan
0.5600011440000000062511 89096459.09645938873291 nan
0.5720011680000000042767 89096459.09645938873291 nan
0.5800011840000000029605 89096459.09645938873291 nan
0.5920012089999999727041 89096459.09645938873291 nan
0.6000012249999999713879 89096459.09645938873291 nan
0.6120012500000000521538 89096459.09645938873291 nan
0.6200012660000000508376 89096459.09645938873291 nan
0.6280012830000000212394 89096459.09645938873291 nan
0.640001307000000019265 89096459.09645938873291 nan
0.6480013230000000179487 89096459.09645938873291 nan
0.6600013470000000159743 89096459.09645938873291 nan
0.672001371999999985718 89096459.09645938873291 nan
0.6800013889999999561198 89096459.09645938873291 nan
0.6880014049999999548035 89096459.09645938873291 nan
0.7000014300000000355695 89096459.09645938873291 nan
0.7120014540000000335951 89096459.09645938873291 nan
0.7200014700000000322788 89096459.09645938873291 nan
0.7280014870000000026806 89096459.09645938873291 nan
0.7400015110000000007062 89096459.09645938873291 nan
0.7520015349999999987318 89096459.09645938873291 nan
0.760001553000000051874 89096459.09645938873291 nan
0.7720015770000000498996 89096459.09645938873291 nan
0.7800015930000000485833 89096459.09645938873291 nan
0.7880016100000000189851 89096459.09645938873291 nan
0.8000016340000000170107 89096459.09645938873291 nan
0.8120016580000000150363 89096459.09645938873291 nan
0.8200016740000000137201 89096459.09645938873291 nan
0.8320016989999999834637 89096459.09645938873291 nan
0.8400017159999999538655 89096459.09645938873291 nan
0.8520017410000000346315 89096459.09645938873291 nan
